text,intent,label
I need to add to the all things post starting with my favorites from the silence,AddToPlaylist,0
I want to eat at a highly rated food court,BookRestaurant,1
I'd like a table for eight at a close-by place in Carpenterville,BookRestaurant,1
I want to take my parents and I to eat some romagna at a brasserie in North Dakota,BookRestaurant,1
book for sherry and concepcion in Nunam Iqua at the best restaurant,BookRestaurant,1
Where can I download the game Miss Robin Hood,SearchCreativeWork,5
Can I watch The Sound of War in thirteen minutes at the nearest cinema,SearchScreeningEvent,6
show Nightcall,SearchCreativeWork,5
Rate this album a 3,RateBook,4
Give one out of 6 to A Week in the Woods,RateBook,4
Add connee boswell to the relaxing playlist.,AddToPlaylist,0
Look up Three Fantastic Dances,SearchCreativeWork,5
Will it get chillier in 12 years  in Greenland?,GetWeather,2
put donnie g don gorilla on my classical romance playlist,AddToPlaylist,0
book a spot for nine near Togo,BookRestaurant,1
I want to add a song by w c clark to my nerding around playlist,AddToPlaylist,0
Book Nuts on Clark in Irvington for 8 people in one hour.,BookRestaurant,1
some me a Healthy picture,SearchCreativeWork,5
Find a television show called Swing High.,SearchCreativeWork,5
Give The Case of Jennie Brice 4 stars out of 6,RateBook,4
add September to winter music,AddToPlaylist,0
Find me the show The Skull.,SearchCreativeWork,5
What time is The Sea Chase playing,SearchScreeningEvent,6
Add robin trower to the medieval 50 spotify picks playlist.,AddToPlaylist,0
Add i dreamt of a dragon to my Futuros Hits playlist.,AddToPlaylist,0
Play The Lure of the Mask song,SearchCreativeWork,5
Play me the trailer for Star Control.,SearchCreativeWork,5
What is the movie schedule for Loews Cineplex Entertainment,SearchScreeningEvent,6
How is faraway cloudy at 02:45 am in Brumley?,GetWeather,2
add Eef Barzelay to my Country Coffeehouse,AddToPlaylist,0
Can you put a song by Rick Astley on my hot 50 playlist,AddToPlaylist,0
rate the book A Brief History of Chinese Fiction 0 out of 6 points,RateBook,4
Tell me the weather forecast for WY,GetWeather,2
rate This Is How You Die chronicle a one,RateBook,4
"I need the weather in Hubbardston, will it be chillier?",GetWeather,2
rate the current saga zero of 6 stars,RateBook,4
Will there be a blizzard in Saudi Arabia around 2 o'clock,GetWeather,2
Book a restaurant for 7 people.,BookRestaurant,1
I want to book a table for me and josefa at Jacob Wirth Restaurant in Branford.,BookRestaurant,1
give 0 out od 6 stars to Mystery of the Desert Giant,RateBook,4
Book the nearby Meriton Grand Hotel Tallinn in Missouri.,BookRestaurant,1
Put hampartsoum limondjian in running to rock 170 to 190 bpm,AddToPlaylist,0
Give me the forecast for the weather in Citrus Springs,GetWeather,2
add Funtwo to disco fever track,AddToPlaylist,0
I need a reservation in Steele City,BookRestaurant,1
the last novel is a solid 3 out of 6,RateBook,4
book for 10 in a restaurant,BookRestaurant,1
Find me showtimes for animated movies in the neighbourhood.,SearchScreeningEvent,6
current album gets a value of 0,RateBook,4
I want to give The Garin Death Ray series 1 stars,RateBook,4
reserve a table at Bear Hotel around Finsbury Park,BookRestaurant,1
book a highly rated place for my momy and I for mughlai food at a restaurant,BookRestaurant,1
Rate Nuclear Terrorism: The Ultimate Preventable Catastrophe 5 stars,RateBook,4
Show me Happiness Was Free.,SearchCreativeWork,5
what will the weather be in FL on 1/11/2030,GetWeather,2
Big Breasts and Wide Hips is terrible and 1 out of 6,RateBook,4
What will the weather be in Stelvio National Park 1 hour and 1 minute from now?,GetWeather,2
What will the temperature be at midnight in NE,GetWeather,2
rate the book The Scorpio Illusion a 4,RateBook,4
I would give French Poets and Novelists a best rating of 6 and a value of three,RateBook,4
I'd like to add the artist Jesper Kyd onto my fresh electronic playlist.,AddToPlaylist,0
Find the TV show titled The Three Leaps of Wang Lun,SearchCreativeWork,5
give four points to this novel,RateBook,4
add Hot House to Have You Met Miss Jones,AddToPlaylist,0
Find the schedule for Kingsman: The Secret Service at a movie theatre.,SearchScreeningEvent,6
find Now and Forever,SearchScreeningEvent,6
Add the da brat track to the Soak Up The Sun playlist.,AddToPlaylist,0
Add this artist to my Throwback Dance Party playlist,AddToPlaylist,0
Add Born Free to Fresh R&B,AddToPlaylist,0
add this album by richard hell to arlene's playlist named miami 2017 guest list,AddToPlaylist,0
I want to play the video game Miss Castaway And The Island Girls,SearchCreativeWork,5
Incorporate a russel walder track onto gay's Funk Rock playlist.,AddToPlaylist,0
add this artist to FIFA 17 Soundtrack,AddToPlaylist,0
Find me a table for four somewhere,BookRestaurant,1
Can you give me the weather for here,GetWeather,2
And a body to remember with gets a full 5 stars.,RateBook,4
I need the closest movie theatre playing Incense for the Damned.,SearchScreeningEvent,6
I want to add Digital Line to my playlist called Infantil,AddToPlaylist,0
Add this track to my Rock Hard playlist,AddToPlaylist,0
I want to book a restaurant in 40 weeks in Iowa.,GetWeather,2
will it be stormy in Wildorado,GetWeather,2
Will it get warmer by 5 am in Washington?,GetWeather,2
Where can I see the show Latin for Lovers?,SearchCreativeWork,5
Book a restaurant in Swaziland in 1 hour.,BookRestaurant,1
add track to my Cloud Rap,AddToPlaylist,0
show movie schedules for animated movies in the neighbourhood,SearchScreeningEvent,6
Find LaserLight.,SearchCreativeWork,5
Find me the song called The Budapest Beacon.,SearchCreativeWork,5
Book me a reservation for a mediterranean restaurant on Confederate Memorial Day nearby Ocean Grove,BookRestaurant,1
Showtimes for animated movies in the area.,SearchScreeningEvent,6
I want Cocco added to my post metal playlist.,AddToPlaylist,0
Book a reservation for a restaurant in Palau in six years,BookRestaurant,1
Show Olympia 81 saga,SearchCreativeWork,5
What time is High Tide at Noon showing,SearchScreeningEvent,6
Give my current book 4 stars.,RateBook,4
She me movie schedules for the movies close by at sunset,SearchScreeningEvent,6
Add Sabrina Salerno to the Grime Instrumentals playlist,AddToPlaylist,0
rate this book chronicle 1 points,RateBook,4
Add this track to the playlist kickass metal,AddToPlaylist,0
Show me movie times for animated movies playing three hours from now in the neighbourhood.,SearchScreeningEvent,6
Add you put a move on my heart to the martin garrix show,AddToPlaylist,0
add all the years to Concentración,AddToPlaylist,0
Give Highways in Hiding a 5 out of 6 points.,RateBook,4
Add I Almost Lost My Mind to my bossa nova dinner playlist.,AddToPlaylist,0
Please tell me the forecast for Guinea-Bissau,GetWeather,2
Can I watch Flower and Snake at movie house in one hour from now?,SearchScreeningEvent,6
"I need to know the weather for Hamorton, TN",GetWeather,2
Rate Star Wars - The Old Republic: Revan 1 points,RateBook,4
"Does the forecast show a storm in Maquoketa, NH around July sixth?",GetWeather,2
add this track to the playlist named cali fire,AddToPlaylist,0
Put new page onto my latin jazz playlist.,AddToPlaylist,0
weather forcast for current location now,GetWeather,2
Add Take Me Back to Dear Old Blighty to my dinner playlist,AddToPlaylist,0
Give me showtimes for films in the neighbourhood.,SearchScreeningEvent,6
I need seats for 10 at a highly rated restaurant,BookRestaurant,1
Rate the current novel 5 of 6,RateBook,4
What movie theatre has A Matter of Wife... And Death,SearchScreeningEvent,6
the stars for this are 4 for a textbook,RateBook,4
Rate Cold Comfort Farm a three out of 6 total,RateBook,4
What will the weather be like tonight at Greenfoot Quarry,GetWeather,2
Book reservations at a restaurant in Olton around supper time,BookRestaurant,1
Add etta james to my anochecer urbano playlist.,AddToPlaylist,0
give me the movie schedule at Santikos Theatres,SearchScreeningEvent,6
What is the weather in twenty three minutes in NV,GetWeather,2
What movies are playing at Cobb Theatres,SearchScreeningEvent,6
Add another album to my keep calm playlist.,AddToPlaylist,0
Rate the Sacred Fire series 5 points,RateBook,4
"Will be warm in Hallwood, Kosovo?",GetWeather,2
Look up the Fair Warning saga,SearchCreativeWork,5
"put Claude VonStroke onto my This Is Earth, Wind & Fire",AddToPlaylist,0
Find the movie schedule.,SearchScreeningEvent,6
Find a painting called Break Down.,SearchCreativeWork,5
find the song Ticks,SearchCreativeWork,5
What time is Sontha Ooru playing,SearchScreeningEvent,6
Add josephine wiggs to my kickass metal playlist.,AddToPlaylist,0
Book a bar that serves italian-american cuisine neighboring Wilson Av for one person.,BookRestaurant,1
I want to play the video game ESPN Major League Soccer,SearchCreativeWork,5
find films at Showcase Cinemas,SearchScreeningEvent,6
Rate the City of Lost Souls one of 6 points,RateBook,4
Is it going to be colder in Botswana by 09:30,GetWeather,2
What will the humidity be in Varnado Georgia at one am,GetWeather,2
What kind of weather was forecast near Harmony Flats Nature Reserve last march ?,GetWeather,2
What will the weather be in Kokhanok,GetWeather,2
Who published the novel JamesEdition?,SearchCreativeWork,5
Find a television show called Basement Screams.,SearchCreativeWork,5
Find the movie schedule at twelve AM.,SearchScreeningEvent,6
Rate this novel one out of 6 stars,RateBook,4
Is it supposed to hail in Rosenberg in the French Polynesia,GetWeather,2
Will it be stormy in Deposit,GetWeather,2
I want to add a song by w c clark to my nerding around playlist,AddToPlaylist,0
Is it going to be cold today in Wing?,GetWeather,2
Give the current novel I am reading a five stars rating.,RateBook,4
What is the local movie schedule,SearchScreeningEvent,6
Find movie times for movies in the neighbourhood.,SearchScreeningEvent,6
give the current album a 1,RateBook,4
add abrar ul haq to Confidence Boost,AddToPlaylist,0
Rate Myths of the Near Future three points,RateBook,4
show movie schedules,SearchScreeningEvent,6
What time will the movie house be showing On the Beat,SearchScreeningEvent,6
make me a reservation at The Restaurant at Meadowood for a party of 7 in Armenia,BookRestaurant,1
Is Liberator playing at the IMAX Corporation at 11?,SearchScreeningEvent,6
add song to evening playlist,AddToPlaylist,0
Is The Mystery of Betty Bonn playing at twelve A.M. at the nearest movie house?,SearchScreeningEvent,6
find movie times,SearchScreeningEvent,6
find a soundtrack called The Spanish Jade,SearchCreativeWork,5
"Tell me the weather forecast for eight AM in Reminderville, FL",GetWeather,2
what is the weather forecast for Minnesota,GetWeather,2
Book spot for eight at bar that serves potée,BookRestaurant,1
Will it rain in Paisley,GetWeather,2
Can i see the Encounters?,SearchCreativeWork,5
Will I be able to watch Camping-car at movie house at 6 pm?,SearchScreeningEvent,6
book a spot for one at a restaurant in ID,BookRestaurant,1
show Thousand Miles movie,SearchCreativeWork,5
What will the weather be like on september 26th in Eastlake,GetWeather,2
"I need a table for 1 at a highly rated restaurant next autumn in Emmons, RI",BookRestaurant,1
rate the book Joyful Noise: Poems for Two Voices 3 points,RateBook,4
What's the weather look like for MH,GetWeather,2
I need to book a restaurant in Utah in 5 years and a half from now,BookRestaurant,1
Rate The Summer Job 5 stars,RateBook,4
Book a restaurant with parking for three people.,BookRestaurant,1
Show me The Heart Specialist,SearchCreativeWork,5
Will it be freezing on 4/20/2038 in AMerican Beach NC,GetWeather,2
rate this current textbook 0 points,RateBook,4
"Will it be rainy this Monday in Le Center, Thailand",GetWeather,2
I'd like a table for Midday at The Unseen Bean,BookRestaurant,1
"book a table not far in WY at a gastropub with internet for me, jenny and antoinette in one week",BookRestaurant,1
I want to see Plague Soundscapes,SearchCreativeWork,5
show me the movie schedule in the area near my home at seven AM for animated movies,SearchScreeningEvent,6
rate the current chronicle series 3 out of 6 points,RateBook,4
Make me a reservation in Hardesty at a joint the is indoor,BookRestaurant,1
Lets go far to The Wolseley in Maine,BookRestaurant,1
add this is Andrés Calamaro by Milk,AddToPlaylist,0
I want to book the best steakhouse with south american cuisines in Alaska,BookRestaurant,1
Where can I watch Gaddar: The Traitor?,SearchScreeningEvent,6
"Book The Crown at Whitebrook in the Solomon Islands for Dec. the twenty-third, 2029.",BookRestaurant,1
Go to the TV series Love Berry,SearchCreativeWork,5
rate this essay 2 points,RateBook,4
show movie times,SearchScreeningEvent,6
Add tune to Bedroom Jams,AddToPlaylist,0
Can you put this track onto classic jazz funk?,AddToPlaylist,0
Will it be cloudy one hour from now in my current position,GetWeather,2
Find movie times for Alamo Drafthouse Cinema at 10:37 P.M..,SearchScreeningEvent,6
I'd like to rate this textbook 4 out of 6,RateBook,4
what is the PW forecast for jul. 9 in Robert,GetWeather,2
find films in 12 hours at the nearest movie theatre,SearchScreeningEvent,6
Give two points to One Virgin Too Many,RateBook,4
What is the forecast in Kearneysville,GetWeather,2
Give the current series a one.,RateBook,4
put track on my synth pop list,AddToPlaylist,0
give me the movie times for Fox Theatres,SearchScreeningEvent,6
"Will it snow in MT on june 13, 2038?",GetWeather,2
add song in my playlist Dance Workout,AddToPlaylist,0
Search for a picture of Darker than black,SearchCreativeWork,5
book australian food in Armour for 7 pm for four at a pub best rated in UT,BookRestaurant,1
add Partners in Crime to joann's Lo Que Suena Los Angeles,AddToPlaylist,0
What will the weather be like in three weeks in Gates Michigan,GetWeather,2
Rate this chronicle three of 6 stars,RateBook,4
give five stars to The Songlines,RateBook,4
book a table with wifi in Delaware at a restaurant in one minute,BookRestaurant,1
add a tune in Chill Vibes,AddToPlaylist,0
what is the forecast for colder conditions within the same area of this current place,GetWeather,2
I want to give the current textbook 2 out of 6,RateBook,4
rate the chronicle Ten from Tomorrow a 2,RateBook,4
Find a painting called Smash Crusher.,SearchCreativeWork,5
Add Falcon to the Top Tracks in Metal playlist.,AddToPlaylist,0
Rate the current essay a five,RateBook,4
Find a TV show called Revenge of the Nerds.,SearchCreativeWork,5
Show me work of Truth and Tolerance,SearchCreativeWork,5
Find book called Dreams and All That Stuff,SearchCreativeWork,5
Rate the current album a five out of 6,RateBook,4
Find the schedule for Ghost World.,SearchScreeningEvent,6
give this album three out of 6 points,RateBook,4
movie schedules for Neighborhood Cinema Group,SearchScreeningEvent,6
Is it forecast to be hot in Greenland this winter?,GetWeather,2
What movies are playing at the closest movie theatre,SearchScreeningEvent,6
Look up the Hard to Handle TV show,SearchCreativeWork,5
show schedule for Loved by Thousands,SearchCreativeWork,5
Go to Attack of the Planet Smashers,SearchCreativeWork,5
add the album to the Six string peacefulness playlist,AddToPlaylist,0
Will it get hotter in Zenith CT?,GetWeather,2
add Top 100 Indie Tracks on Spotify to my track,AddToPlaylist,0
will there be snowfall in Pacific Beach Suriname,GetWeather,2
Book me a bar where I can get a bear claw in AS,BookRestaurant,1
I need to reserve a seat for one in SD at a brasserie restaurant.,BookRestaurant,1
"Reserve a table for nine people at a caribbean restaurant in White Creek, Utah.",BookRestaurant,1
What time does Kraken: Tentacles of the Deep play,SearchScreeningEvent,6
rate The Stone Key a 5,RateBook,4
Book me a reservation for an outdoor restaurant,BookRestaurant,1
show weather forecast in West Crossett Luxembourg in fourteen minutes,GetWeather,2
book a brasserie for 3,BookRestaurant,1
I want this artist on the Cena Elegante playlist,AddToPlaylist,0
Find Return to Krondor.,SearchCreativeWork,5
Add Nightmares That Surface from Shallow Sleep to michael's Rock Solid playlist,AddToPlaylist,0
add this artist to my Sinfonía Hipster,AddToPlaylist,0
book a table at Serendipity 3 in Veyo for now,BookRestaurant,1
Find the movie schedule.,SearchScreeningEvent,6
Will there be a blizzard in Egypt on Jul. 3?,GetWeather,2
Tell me the weather forecast for Croatia now,GetWeather,2
Book a table at a cuban pub for 5 pm for a party of 7 in Virginia.,BookRestaurant,1
put Edwyn Collins onto my Trabajo Relax playlist,AddToPlaylist,0
The chronicle Charlie Peace earns 4 stars from me,RateBook,4
What will the weather be like on September the eighteenth in Puerto Rico,GetWeather,2
What's the weather forecast for Sidnaw at 20 o'clock?,GetWeather,2
Book a reservation for three at Clinton Street Baking Company & Restaurant,BookRestaurant,1
Where can I find the photograph of A Christmas Memory,SearchCreativeWork,5
Please locate Sad Love Story novel for me.,SearchCreativeWork,5
Book reservations at Phase 1 in La Jara,BookRestaurant,1
what time can I expect films to start at the Bow Tie Cinemas,SearchScreeningEvent,6
When does Of Stars and Men play?,SearchScreeningEvent,6
show me the schedule of movie times,SearchScreeningEvent,6
Rate Cold Light 5 out of 6 points.,RateBook,4
Is The King of the Kitchen playing in fifteen hours?,SearchScreeningEvent,6
book a stracciatella provider coffeehouse  for 10,BookRestaurant,1
I want Jean-Georges for a party of 2,BookRestaurant,1
book a restaurant for 2 that has internet,BookRestaurant,1
party for ten at National Coney Island in DE,BookRestaurant,1
Find a book called Screwed.,SearchCreativeWork,5
add Embryo to lessie's hands up,AddToPlaylist,0
What is the weather going to be like in Reidland New Mexico next Jun.?,GetWeather,2
rate the book The Egoist five out of 6,RateBook,4
Book The Electric Banana in Ewen for crystal and brittney.,BookRestaurant,1
What will the weather be doing at midnight in Brazil?,GetWeather,2
I want to see the TV series A State of Mind,SearchCreativeWork,5
I'd like to watch The Wedding Ring at the movie theatre,SearchScreeningEvent,6
Add Ace Hood to the this is aretha franklin playlist.,AddToPlaylist,0
rate The Odd Angry Shot five points,RateBook,4
Find me the novel of A Dictionary of Slang and Unconventional English,SearchCreativeWork,5
Rate Seeing with the Eyes of Love 5 points,RateBook,4
put dj green lantern on my Targeted playlist,AddToPlaylist,0
Which movies are playing at the closest cinema?,SearchScreeningEvent,6
weather forecast of Lakebay,GetWeather,2
Where can I see the movie Across the Line: The Exodus of Charlie Wright?,SearchCreativeWork,5
What time are movies showing around here,SearchScreeningEvent,6
Will it be nice on Aug. the nineteenth in Beda Bulgaria,GetWeather,2
"What will be wind speed in Tiplersville, South Sudan?",GetWeather,2
"When and where is Nefertiti, Queen of the Nile playing?",SearchScreeningEvent,6
Will it be rainy faraway in Charleston Lake Provincial Park in 13 hours?,GetWeather,2
Need the closest movie house playing The Flamingo Rising,SearchScreeningEvent,6
Show me animated movies that are playig at Great Escape Theatres,SearchScreeningEvent,6
what are the movie times for Consolidated Theatres,SearchScreeningEvent,6
Where can I purchase Wuthering Heights,SearchCreativeWork,5
Find me a coffeehouse for nine in Indiana that has access to a pool,BookRestaurant,1
"What's the weather forecast for Walsenburg, Vermont for July 13th?",GetWeather,2
put this tune on my Nothing But A Party R&B playlist,AddToPlaylist,0
put this album on my Wild Country playlist,AddToPlaylist,0
What's the forecast for East Sonora Qatar,GetWeather,2
Book Laurelhurst Theater for 8 people.,BookRestaurant,1
show creative picture of Wonderful Town,SearchCreativeWork,5
Find a picture called Neighbourhood.,SearchCreativeWork,5
I want to add In the Mood to my playlist called My Folksy Love,AddToPlaylist,0
Add Jerry Dixon to my chill out list,AddToPlaylist,0
table for nine at an internet pub,BookRestaurant,1
For my playlist jazzy dinner add the name Kick Over the Traces,AddToPlaylist,0
Is there a depression in Delta Junction,GetWeather,2
I'd like to give a two rating to The Abolition of Britain.,RateBook,4
book a restaurant close by my daughters's work location with burrito three years from now,BookRestaurant,1
Rate The Bishop a 1,RateBook,4
"whats the forecast for January 21, 2035 in Dubach",GetWeather,2
Tell me if it'll be freezing here in 21 seconds,GetWeather,2
I need a reservation for Harveys this Winter in neighboring Wisconsin for terri and I,BookRestaurant,1
Rate Equal Affections one points,RateBook,4
find a photograph called Accion Newspaper,SearchCreativeWork,5
Book a churrascaria restaurant for 2 which serves mezes,BookRestaurant,1
find a game called Gladiators Australian Series 1,SearchCreativeWork,5
What's the forecast for MT next week?,GetWeather,2
book a spot for ten at a restaurant with a spa in U.S. Minor Outlying Islands,BookRestaurant,1
Is it humid in Parc national de Killarney,GetWeather,2
Add image to the Nuclear Blast Novelties playlist,AddToPlaylist,0
find Kerasotes Theatres with movie times,SearchScreeningEvent,6
Tell me if it will be windy here,GetWeather,2
Find a show called Some Kind of Dangerous.,SearchCreativeWork,5
What will the weather be ten minutes from now in Canada?,GetWeather,2
I need to find a restaurant in PW.,BookRestaurant,1
add tune to sxsw fresh playlist,AddToPlaylist,0
add Olga Souza to virginia's femme fatale playlist,AddToPlaylist,0
what is the weather forecast in 11 seconds for Frederick Douglass National Historic Site,GetWeather,2
Show me Skyfall: Original Motion Picture Soundtrack,SearchCreativeWork,5
find movie times,SearchScreeningEvent,6
Add Driven to Tears to the viral semanal playlist.,AddToPlaylist,0
Where to watch television show Linger Awhile: Live at Newport and More,SearchCreativeWork,5
add this song to tania's new boots,AddToPlaylist,0
I need to book a restaurant for 6 people.,BookRestaurant,1
Do an image search for the picture Perfect Storm: Disasters That Changed The World,SearchCreativeWork,5
How much wind will there be in NM on november 11th,GetWeather,2
Book reservations at a restaurant that serves brazilian food for 9 people,BookRestaurant,1
play the TV show Wicked City,SearchCreativeWork,5
Get Jump Down painting,SearchCreativeWork,5
add Fred Knoblock to my lo-fi love playlist,AddToPlaylist,0
Need a table at a fast food restaurant for me and my kids in Brusly Landing,BookRestaurant,1
I need a reservation for a churrascaria in Oneonta Wyoming for a party of 4,BookRestaurant,1
What is the weather forecast for Waipio Acres,GetWeather,2
Rate this textbook four of 6 points,RateBook,4
"Book a table for kirsten price, audra and I faraway from our location at an outdoor taverna",BookRestaurant,1
move El Viaje de Copperpot into my Emily Dickinson playlist,AddToPlaylist,0
What films are there playing at Cobb Theatres?,SearchScreeningEvent,6
Find a soundtrack called Meet The Vogues.,SearchCreativeWork,5
Book a restaurant for ten in Germfask.,BookRestaurant,1
Where is They Always Return at Dawn playing,SearchScreeningEvent,6
find the album Smoke and Mirrors,SearchCreativeWork,5
"Can you get the TV show, ENTER THE MATRIX?",SearchCreativeWork,5
I'd like to see the movie The Ooze,SearchCreativeWork,5
holly and brittany need a reservation for a sardinian tea house close by CO,BookRestaurant,1
I require a reservation for one at the most highly rated restaurant in Uzbekistan.,BookRestaurant,1
I give 1 stars out of 6 to this current series.,RateBook,4
I need to book a table for 6 people at Montreal Pool Room in Croatia.,BookRestaurant,1
Book a table for 8 right now for a restaurant in Meadow Vale,BookRestaurant,1
Add cordell mosson to my i love my neo soul list,AddToPlaylist,0
rate this novel a 3,RateBook,4
add song to punk playlist,AddToPlaylist,0
add an album to playlist Emily Dickinson,AddToPlaylist,0
Book reservations not far from our neighborhood for a party of 2,BookRestaurant,1
Look for the NYPD - New York Police Department saga,SearchCreativeWork,5
Find a reservation for three in Ansonia MI,BookRestaurant,1
what will the weather be in Norway at sunset,GetWeather,2
Can you put this tune onto Latin Dance Cardio?,AddToPlaylist,0
put Sarah Blasko onto my The MetalSucks Playlist,AddToPlaylist,0
What's the weather going to be like at my current spot at 7 am,GetWeather,2
search for the painting Smart Money,SearchCreativeWork,5
Tell me if it will hail in Kyrgyzstan,GetWeather,2
Find the movie schedule for movies in the area.,SearchScreeningEvent,6
Rate Voyage in the Dark 3 of 6,RateBook,4
Need a booking for 6 in OK for the city of Boonton,BookRestaurant,1
Will it be overcast at 18 o'clock in ID,GetWeather,2
Please add Iris DeMent to my playlist this is selena,AddToPlaylist,0
book me top-rated restaurant for 9 members for midnight at Fair Bluff RI,BookRestaurant,1
add to laundry playlist with this song,AddToPlaylist,0
I want to give this current textbook 4 points.,RateBook,4
Book a reservation for a gastropub serving liver and onions,BookRestaurant,1
I need a reservation for Roscoff Restaurant in Valley Mills,BookRestaurant,1
When is Ode to Billy Joe playing at the closest movie house?,SearchScreeningEvent,6
want to find the novel called Innocent Until Caught 2: Guilty,SearchCreativeWork,5
What is the showtime for Arsho,SearchScreeningEvent,6
I need a table at a restaurant that serves toast eleven months from now,BookRestaurant,1
I want to book a popular fast food food place in MN for my friend and I,BookRestaurant,1
I would like an outdoor cafeteria for 3,BookRestaurant,1
What is the movie schedule right now for movies around here,SearchScreeningEvent,6
show painting of Waiting for Snow in Havana,SearchCreativeWork,5
find the picture Vertically Challenged,SearchCreativeWork,5
Tell me when there will be a snowstorm in Clifton Forge,GetWeather,2
Book a table for January the twentieth at a place far from your daughter's campus,BookRestaurant,1
How chilly will it be at 09:32:06 am in Moncove Lake State Park?,GetWeather,2
Will it be nice in Reager MP,GetWeather,2
Rate the current novel 5 of 6 points,RateBook,4
Will it be warmer in 20 minutes at Natural Park of Las Batuecas,GetWeather,2
List films at Pacific Theatres,SearchScreeningEvent,6
weather at Stanford at six am,GetWeather,2
Where can I find information on Brats in Battalions?,SearchCreativeWork,5
Find a reservation at Sunset at a gastropub for 2 people,BookRestaurant,1
Please add the singer Valery Kipelov to the Perfect Concentration list,AddToPlaylist,0
Show me the lowest price for the game Sinatra Reprise: The Very Good Years.,SearchCreativeWork,5
I need to book a restaurant at four o'clock for 4,BookRestaurant,1
give 0 stars to this textbook,RateBook,4
Need to book a table downtown within walking distance of me at J.G. Melon,BookRestaurant,1
Where can I buy The Lying Game,SearchCreativeWork,5
Rate They Came from the Sea 1 of 6 points,RateBook,4
Will it be humid in Beedeville on november 20,GetWeather,2
I want to listen to the soundtrack And Then There Was Light,SearchCreativeWork,5
I need reservations in ND in the city of Briarwood for me and my colleagues.,BookRestaurant,1
Add this tune to cristina's endorphin rush playlist,AddToPlaylist,0
find the video game called Turnin Me On,SearchCreativeWork,5
Is it going to be cold once I get within walking distance of my home in New Caledonia?,GetWeather,2
Weather for South Williamsport,GetWeather,2
Find Clash of the Codes.,SearchCreativeWork,5
Add a song to my playlist Black History Salute,AddToPlaylist,0
What animated movies are playing at Pacific Theatres,SearchScreeningEvent,6
"What will the weather be like here on dec. 8, 2019",GetWeather,2
in twenty three hours and 1 second my daughter and I want to eat at a restaurant,BookRestaurant,1
Add Yuna Ito to my Cena Elegante playlist,AddToPlaylist,0
Find me The Wild Boys,SearchCreativeWork,5
Can I get the newest listings for movies at Harkins Theatres,SearchScreeningEvent,6
Can i get the movie times for Fox Theatres?,SearchScreeningEvent,6
What time will Where the Breakers Roar be playing?,SearchScreeningEvent,6
Tell me what films are playing at Plitt Theatres,SearchScreeningEvent,6
What is the weather forecast for Siler City Russia,GetWeather,2
find the Radical History Review saga,SearchCreativeWork,5
what animated movies are playing at the closest movie house,SearchScreeningEvent,6
What are the morning movie schedules for movies in the neighborhood?,SearchScreeningEvent,6
Rate the current novel a 3.,RateBook,4
What time is Trouble Every Day playing,SearchScreeningEvent,6
Add the track to the Best Metal of the New Millennium playlist.,AddToPlaylist,0
Are there any animated movies playing at the closest cinema?,SearchScreeningEvent,6
This current album would get 6 stars or a rating value of 1,RateBook,4
Rate this textbook zero stars,RateBook,4
"book a pub in Santa Claus, New Jersey for the First Day Of Sukkot",BookRestaurant,1
I want to read Mad Money,SearchCreativeWork,5
Where can I find the soundtrack for Steamboat Bill?,SearchCreativeWork,5
add Yoshiki to the 35 Soul Classics 1970 to 1975 playlist,AddToPlaylist,0
add harry chapin in stress relief playlist,AddToPlaylist,0
What's the weather going to be like near Moldova on fri.,GetWeather,2
Can you get me the All Night Long 3: The Final Chapter novel?,SearchCreativeWork,5
Give Souls in Metal four out of 6 points,RateBook,4
I rate A Moment in Time  a 5,RateBook,4
Could I download Chavez: Inside the Coup?,SearchCreativeWork,5
give The Judas Tree a zero,RateBook,4
Will it get chillier here?,GetWeather,2
Where can I find the TV show Earth Defense Force 2025?,SearchCreativeWork,5
susanne and carey phillips want to go to a brasserie not far from Pricedale that serves southern brazilian,BookRestaurant,1
Rate Battleaxe five out of 6,RateBook,4
book a Steinway St place for 8 that is close,BookRestaurant,1
I would like to book a restaurant in Niagara Falls for 8 on June nineteenth,BookRestaurant,1
I rate the current album four of 6,RateBook,4
Find a novel called Industry.,SearchCreativeWork,5
Will it snow this week in Parc national de Petrified Forest?,GetWeather,2
add artist rob dougan to electroNOW,AddToPlaylist,0
Show me the forecast for 6 years from now in Westlake Village in Guinea,GetWeather,2
I want to give Among the Enemy 4 out of 6 points,RateBook,4
list movies  in the neighbourhood,SearchScreeningEvent,6
Find Journeyman.,SearchCreativeWork,5
Add alexia to women of classical,AddToPlaylist,0
I give The Beatrice Letters 2 out of 6 stars.,RateBook,4
Book a table at the top-rated taverna in North Korea.,BookRestaurant,1
Please book me seating at the food court in Hazel Green for nine,BookRestaurant,1
What's the weather here in 52 and a half weeks,GetWeather,2
add an album in my playlist In The Name Of Blues,AddToPlaylist,0
Show the movie schedules with animated movies around here,SearchScreeningEvent,6
When is Just Before Nightfall playing?,SearchScreeningEvent,6
Add the singer Barbara to my COUNTRY RADIO playlists,AddToPlaylist,0
Is it going to get any hotter in Kerrick?,GetWeather,2
Where to get painting of The Man in the White Suit,SearchCreativeWork,5
what is the overcast forecast for Torrey Pines State Beach,GetWeather,2
What time is Chandranath playing MJR Theatres,SearchScreeningEvent,6
Can I get the showtimes for the closest movie theatre that has the newest films.,SearchScreeningEvent,6
