id,response,participant_id,timestamp,age_group
258,Learning to be okay with not being okay has been major growth for me. Acceptance before change.,P258,2025-04-16 11:28:27,36-45
259,"My goals this year are less about doing and more about being. Being present, being kind, being authentic.",P259,2025-04-16 13:15:33,46-55
260,"I've realllly been working on vulnerability. Letting people see the real me, not the curated version.",P260,2025-04-16 14:38:46,26-35
261,The future is uncertain but I'm choosing to be hopeful anyway. What's the alternative???,P261,2025-04-16 15:47:59,36-45
262,I worry about climate change constantly. It's like a low-level anxiety that never goes away.,P262,2025-04-16 16:18:22,26-35
263,"Optimism isn't naivety, it's strategy. Believing things can improve helps us work toward improvement.",P263,2025-04-17 08:29:35,46-55
264,"I'm kinda scared about growing older. Losing independence, health issues, being a burden...",P264,2025-04-17 09:42:48,56+
265,Uncertainty is the price of possibility. I'm trying to see it that way.,P265,2025-04-17 10:55:14,36-45
266,"I hope the next generation does better than us. They seem more aware, more caring, more connected.",P266,2025-04-17 11:28:27,56+
267,"TOMORROW IS NOT PROMISED but that's not scary, it's motivation to live fully today.",P267,2025-04-17 13:15:33,46-55
268,I've stopped trying to predict the future. I just prepare as best I can &amp; trust the process.,P268,2025-04-17 14:38:46,46-55
269,My fears about the future often don't come true. I've wasted so much energy on what-ifs.,P269,2025-04-17 15:47:59,36-45
270,"I'm hopeful!!! For myself, for the world, for what's possible. Hope is a discipline.",P270,2025-04-17 16:18:22,26-35
271,"Burnout sneaks up on you... one day you're fine, the next you can't get out of bed",P271,2025-04-18 08:29:35,36-45
272,I've been soooo exhausted from work. Even weekends don't feel like enough recovery time.,P272,2025-04-18 09:42:48,26-35
273,Work flexibility has allowed me to pursue hobbies again!!! I forgot how much I love painting.,P273,2025-04-18 10:55:14,36-45
274,I definately struggle with imposter syndrome at work. Feel like I'm faking it constantly.,P274,2025-04-18 11:28:27,26-35
275,Boundaries at work are non-negotiable now. I learned the hard way what happens without them.,P275,2025-04-18 13:15:33,46-55
276,I recieve so many after-hours messages. Turning off notifications was the best decision I ever made.,P276,2025-04-18 14:38:46,36-45
277,THE 4-DAY WORK WEEK SHOULD BE STANDARD. We'd all be healthier and just as productive.,P277,2025-04-18 15:47:59,36-45
278,I kinda love my job now that I've set proper boundaries. Before I resented it.,P278,2025-04-18 16:18:22,36-45
279,"Stress management is a skill I'm actively developing. Deep breathing, exercise, sleep, boundaries.",P279,2025-04-19 08:29:35,46-55
280,"I'm gonna take a real vacation this year. No checking email, no laptop, complete disconnection.",P280,2025-04-19 09:42:48,26-35
281,"My friends have been AMAZING support system, I definately couldn't have gotten through this without them",P281,2025-04-19 10:55:14,26-35
282,Loneliness during the pandemic showed me how much I need human connection. I took it for granted before.,P282,2025-04-19 11:28:27,36-45
283,I wanna host more gatherings. My home should be a place where friends feel welcome.,P283,2025-04-19 13:15:33,36-45
284,"Community isn't given, it's built. I'm investing time and energy into building mine.",P284,2025-04-19 14:38:46,46-55
285,ughhh making plans is exhausting. Sometimes I just want people to show up without all the logistics.,P285,2025-04-19 15:47:59,26-35
286,"I've found my tribe through shared interests. We bond over books, not just proximity.",P286,2025-04-19 16:18:22,36-45
287,Social support is protective for mental health &amp; I'm grateful for the people in my corner,P287,2025-04-20 08:29:35,36-45
288,"I'm learning to ask for help. It doesn't make me weak, it makes me human.",P288,2025-04-20 09:42:48,36-45
289,Therapy is the best thing I've ever done for myself!!! Wish I started sooner.,P289,2025-04-20 10:55:14,26-35
290,"Mindfulness isn't about clearing your mind, it's about noticing what's there. That was a revelation.",P290,2025-04-20 11:28:27,36-45
291,I've been feeeeling more balanced lately. The work I've put into my mental health is paying off.,P291,2025-04-20 13:15:33,36-45
292,"Self-care looks like boring things for me: sleeping enough, eating well, moving my body.",P292,2025-04-20 14:38:46,46-55
293,Anxiety management is a daily practice. Some days are easier than others.,P293,2025-04-20 15:47:59,26-35
294,I occassionally still have bad mental health days but I have tools now. That makes all the difference.,P294,2025-04-20 16:18:22,36-45
295,THERAPY SHOULD BE FREE. Mental health care is health care. Period.,P295,2025-04-21 08:29:35,26-35
296,I've learned that healing isn't linear. I circle back to old wounds and that's okay.,P296,2025-04-21 09:42:48,36-45
297,"Happiness for me is realllly about the small moments. Not grand achievements, just quiet contentment.",P297,2025-04-21 10:55:14,46-55
298,I'm satisfied with my life because I've stopped comparing it to others'. My path is my path.,P298,2025-04-21 11:28:27,36-45
299,Gratitude journaling changed my brain. I literally see the world differently now.,P299,2025-04-21 13:15:33,36-45
300,Life is short &amp; I'm gonna live it fully. No more waiting for someday. Today is the day!!!,P300,2025-04-21 14:38:46,26-35
301,"Basically, i'm hopeful about medical advances. Maybe my grandkids will live in a world without cancer.",P301,2025-04-21 14:49:35,56+
302,"All things considered, growth mindset is realllly hard to maintain when you keep failing at the same things over and over if I'm being honest",P302,2025-04-21 15:29:15,36-45
303,"I've found meaning in unexpected places... a conversation with a stranger, a sunset, a moment of stillness for sure",P303,2025-04-21 15:59:52,56+
304,"All things considered, i'm satisfied with my life because I've stopped comparing it to others'. My path is my path.",P304,2025-04-21 16:04:40,36-45
305,it was okay,P305,2025-04-21 16:27:52,46-55
306,nothing to add,P306,2025-04-21 16:37:59,36-45
307,"I mean, i've been soooo depleted from work. Even weekends don't feel like enough recovery time.",P307,2025-04-21 17:01:21,26-35
308,"I owe them everything. Additionally, ahhh the anxiety never really goes away does it for sure",P308,2025-04-21 17:18:06,36-45
309,Barely recognize who I was 12 months ago. i've set some ambitious goals for this year,P309,2025-04-21 17:34:28,26-35
310,"I'd say that i'm learning to recognize the difference between productive worry and anxiety spiral. One is useful, one isn't.",P310,2025-04-21 18:04:33,36-45
311,Sometimes life is hard and that's okay but it's been a long road but I can see the light,P311,2025-04-21 18:14:39,26-35
312,ughhh making plans is exhausting but i wanna make more friends but it's sooo hard as an adult,P312,2025-04-21 18:44:28,26-35
313,ok I guess,P313,2025-04-21 19:05:39,46-55
314,I'D SAY THAT I DEFINATELY COMPARE MYSELF TO OTHERS TOO MUCH. IT STEALS MY JOY AND I KNOW IT BUT CAN'T STOP.,P314,2025-04-21 19:42:39,26-35
315,Managing anxiety is a daily practice not a one-time fix and trying to appreciate it,P315,2025-04-21 20:22:53,36-45
316,I'VE BEEN FEELING SOOOO BURNT OUT LATELY... WORK JUST NEVER STOPS &AMP; I CAN'T FIND TIME FOR MYSELF,P316,2025-04-21 20:42:37,26-35
317,STRESS IS MY CONSTANT COMPANION. I'VE NORMALIZED IT BUT I KNOW THAT'S NOT HEALTHY.,P317,2025-04-21 21:18:11,46-55
318,FRIENDSHIP IS SO Key! I don't know why I spent so many years prioritizing work over people.,P318,2025-04-21 21:27:59,46-55
319,I set a goal to step outside my comfort zone once a week. Small challenges add up to big changes honestly,P319,2025-04-21 22:04:56,26-35
320,"From my perspective, tHE FUTURE IS WHAT WE MAKE IT. We have agency. We have power. Let's use it wisely.",P320,2025-04-21 22:14:10,36-45
321,decent,P321,2025-04-21 22:25:35,46-55
322,"To be honest, my biggest area of growth has been communication. I used to avoid conflict &amp; now I address issues directly.",P322,2025-04-21 22:57:43,36-45
323,"In all honesty, i wanna host more gatherings. My home should be a place where friends feel welcome.",P323,2025-04-21 23:17:49,36-45
324,THE BOUNDARY BETWEEN WORK AND HOME IS NONEXISTENT WHEN YOUR OFFICE IS YOUR KITCHEN TABLE...,P324,2025-04-21 23:56:19,26-35
325,Coping with change has always been hard for me. I like stability and predictability I think,P325,2025-04-22 00:06:03,36-45
326,Why is rest so hard - the right time is now to be honest,P326,2025-04-22 00:30:52,26-35
327,I HOPE MY CHILDREN HAVE VERY BETTER OPPORTUNITIES THAN I DID. THAT'S WHAT KEEPS ME WORKING SO HARD.,P327,2025-04-22 01:04:30,46-55
328,n/a,P328,2025-04-22 01:21:09,36-45
329,"To be honest, self-care looks different for everyone. For me it's excessive baths, trashy reality TV, and saying no to plans I don't want in my opinion",P329,2025-04-22 01:56:39,26-35
330,"THE LITTLE THINGS MATTER, also learning new skills at 55 has been incredibly rewarding",P330,2025-04-22 02:07:10,56+
331,"My coping mechanisms used to be unhealthy - drinking, also saying what I mean clearly and kindly",P331,2025-04-22 02:24:58,36-45
332,"I'd say that i'm learning to ask for help. It doesn't make me weak, it makes me human all in all",P332,2025-04-22 02:39:11,36-45
333,"In all honesty, i'm scared of getting older... of being alone... of losing my independence",P333,2025-04-22 02:59:30,56+
334,"Truthfully, i love my job but I cherish my life more. That's why I leave at 5pm sharp every single day all in all",P334,2025-04-22 03:17:29,46-55
335,I'd say that my anxiety is always there in the background but I've learned to function with it rather than fight it.,P335,2025-04-22 03:27:53,36-45
336,"Looking back, i've been working on being less of a people pleaser. It's realllly challenging to put my own needs first.",P336,2025-04-22 03:49:39,36-45
337,Learning to fail gracefully has been a major area of growth but sometimes I wonder if I'll ever feel like I'm,P337,2025-04-22 04:21:55,26-35
338,"I mean, i kinda love my job now that I've set proper boundaries. Before I resented it overall",P338,2025-04-22 05:01:03,36-45
339,not bad,P339,2025-04-22 05:40:50,36-45
340,"In my experience, happiness isn't a destination, it's a practice. Something you do every day, not something you achieve.",P340,2025-04-22 06:01:22,46-55
341,"I gotta say, i occassionally take mental health days and lie about being sick. Why is that still necessary in 2025 if I'm being honest",P341,2025-04-22 06:21:49,26-35
342,"I gotta say, burnout sneaks up on you... one day you're fine, the next you can't get out of bed tbh",P342,2025-04-22 06:25:11,36-45
343,I'M SO GRATEFUL FOR MY BOOK CLUB - IT'S THE ONLY SOCIAL INTERACTION I GET SOME WEEKS &AMP; IT KEEPS ME SANE OVERALL,P343,2025-04-22 06:44:01,56+
344,NOT JUST PROXIMITY AND SOCIAL SUPPORT IS PROTECTIVE FOR MENTAL HEALTH,P344,2025-04-22 06:52:25,36-45
345,"Honestly, anxiety management is a daily practice. Some days are easier than others.",P345,2025-04-22 07:01:19,26-35
346,"I mean, i'm scared of getting older and contentment is underrated",P346,2025-04-22 07:18:34,56+
347,"Overall, life satisfaction is sorta complicated for me. Some days I feel fulfilled, other days I wonder what's the point in general",P347,2025-04-22 07:27:16,26-35
348,Personal development podcasts have changed my life. where do people even meet,P348,2025-04-22 07:30:20,26-35
349,It feels like things are getting worse not better but even weekends don't feel like enough recovery time,P349,2025-04-22 07:51:16,26-35
350,"Looking back, tHE STRESS IS UNBEARABLE. I wake up at 3am thinking about work emails in my opinion",P350,2025-04-22 08:25:32,46-55
351,"To be honest, happiness for me is realllly about the small moments. Not grand achievements, just quiet contentment.",P351,2025-04-22 08:49:38,46-55
352,"To be honest, learning to fail gracefully has been a major area of growth. Failure isn't fatal, it's feedback to be honest",P352,2025-04-22 09:29:25,26-35
353,My social anxiety makes it realllly hard to make new connections - fine I guess,P353,2025-04-22 09:59:52,18-25
354,Without them I would have been completely lost. moving my body,P354,2025-04-22 10:43:11,46-55
355,"In my experience, started taking my lunch breaks outside instead of at my desk &amp; it's made such a difference in how I feel tbh",P355,2025-04-22 10:59:57,26-35
356,Work used to define me but I'm learning that I'm more than my job title but burnout recovery is slow,P356,2025-04-22 11:28:51,36-45
357,I kinda resent positive thinking culture. Sometimes things are bad and pretending otherwise doesn't help to be honest,P357,2025-04-22 11:54:51,26-35
358,"From my perspective, i've been working on being less of a people pleaser. It's realllly challenging to put my own needs first.",P358,2025-04-22 12:40:35,36-45
359,"To be honest, i worry about job security with AI taking over everything... will my skills even be relevant in 10 years if I'm being honest",P359,2025-04-22 13:18:40,36-45
360,"I'm kinda scared about the political situation. Additionally, i've tried sooo many things for my anxiety",P360,2025-04-22 13:47:05,26-35
361,Social support is protective for mental health &amp; I'm grateful for the people in my corner to be honest,P361,2025-04-22 14:02:47,36-45
362,"All things considered, self-care for me means setting boundaries saying no to things that drain my energy and prioritizing sleep really",P362,2025-04-22 14:39:14,46-55
363,Staying the same is more painful than changing and burnout sneaks up on you I think,P363,2025-04-22 15:19:53,36-45
364,I've been making an effort to call my parents more often. It's strengthened our relationship so much overall,P364,2025-04-22 15:53:45,26-35
365,I've been working on being less of a people pleaser. It's realllly challenging to put my own needs first tbh,P365,2025-04-22 15:59:34,36-45
366,"Basically, self-care looks like boring things for me: sleeping enough, eating well, moving my body if I'm being honest",P366,2025-04-22 16:43:03,46-55
367,THE PURSUIT OF HAPPINESS IS EXHAUSTING. I'M LEARNING TO JUST... BE. WITHOUT ALWAYS STRIVING FOR MORE IN GENERAL,P367,2025-04-22 17:21:36,46-55
368,not what am I getting but work-life balance I think,P368,2025-04-22 17:31:03,46-55
369,I'm grateful for the people in my corner. therapy is expensive but worth every penny,P369,2025-04-22 17:58:19,36-45
370,My therapist helped me understand my attachment style but i kinda isolate when I'm depressed which makes the depression worse,P370,2025-04-22 18:13:10,26-35
371,I can actually pick up my kids from school now. therapy - throwing everything at it really,P371,2025-04-22 18:23:35,36-45
372,I kinda resent positive thinking culture. Sometimes things are lacking and pretending otherwise doesn't help.,P372,2025-04-22 18:34:28,26-35
373,My company introduced mental health days and it's made such a difference!!! Finally feel supported overall,P373,2025-04-22 19:19:01,26-35
374,"In my experience, happiness for me is realllly about the small moments. Not grand achievements, just quiet contentment.",P374,2025-04-22 19:36:37,46-55
375,I definately need to learn to say no more often. My plate is overflowing constantly overall,P375,2025-04-22 20:07:15,36-45
376,I recieve so much comfort from my daily journaling practice. It helps me process my emotions before they overwhelm me to be honest,P376,2025-04-22 20:34:45,46-55
377,Self-care for me means setting boundaries   saying no to things that drain my energy   and prioritizing sleep and work-life balance,P377,2025-04-22 20:47:16,46-55
378,"Overall, i've been soooo exhausted from work. Even weekends don't feel like enough recovery time for sure",P378,2025-04-22 20:57:24,26-35
379,"In my experience, fINALLY found a medication that works for my depression without terrible side effects. It took 3 years of trying different things.",P379,2025-04-22 21:06:45,26-35
380,Mental health care is health care. i wanna make more friends but it's sooo hard as an adult honestly,P380,2025-04-22 21:33:34,26-35
381,"Overall, responsibilities - it never ends but joined a hiking group last month and it's been wonderful",P381,2025-04-22 21:59:58,36-45
382,I'd say that challenges test us but they also reveal us. I've learned so much about myself through hard times.,P382,2025-04-22 22:14:54,46-55
383,FINALLY found a medication that works for my depression without terrible side effects. It took 3 years of trying different things overall,P383,2025-04-22 22:34:43,26-35
384,"EVERY DIFFICULT EXPERIENCE TAUGHT ME SOMETHING VALUABLE ABOUT MYSELF. ADDITIONALLY, HAPPINESS FOR ME IS REALLLLY ABOUT THE SMALL MOMENTS",P384,2025-04-22 22:53:51,46-55
385,Gratitude practice felt fake at first but now it's genuinely shifted my perspective. I see seriously good everywhere for sure,P385,2025-04-22 23:22:21,36-45
386,"sometimes I wonder if I'll ever feel like I'm. Additionally, i can't find time for myself",P386,2025-04-22 23:27:12,26-35
387,"Burnout symptoms are creeping back... headaches, insomnia, irritability. I know the signs now overall",P387,2025-04-22 23:45:28,36-45
388,fine nothing special,P388,2025-04-23 00:27:17,36-45
389,BEFORE I RESENTED IT BUT A LAUGH WITH FRIENDS,P389,2025-04-23 01:12:04,36-45
390,"All things considered, i'm working on being more patient with my personal growth. Change takes time and that's okay overall",P390,2025-04-23 01:31:13,36-45
391,"To be honest, tHE WORLD IS GETTING Improved even though the news makes it seem otherwise. I have to believe that.",P391,2025-04-23 02:05:40,56+
392,"I have to say, my therapist helped me understand my attachment style &amp; it's changed how I approach all relationships",P392,2025-04-23 02:15:58,26-35
393,I've found that loneliness hits hardest on Sunday evenings. i achieved all my goals and still felt empty inside,P393,2025-04-23 02:56:52,36-45
394,MY OPTIMISM HAS BEEN TESTED LATELY BUT I REFUSE TO GIVE UP ON BELIEVING THAT BETTER DAYS ARE AHEAD!!!,P394,2025-04-23 03:17:03,46-55
395,It helps me process my emotions before they overwhelm me and self-care isn't selfish,P395,2025-04-23 03:25:28,46-55
396,I'd say that lEARNING IS LIFELONG. At 70 I'm taking online courses and loving it!!!,P396,2025-04-23 03:40:41,56+
397,I've been learning to embrace failure as feedback rather than evidence that I'm not good enough and i recieve feedback better now that I've worked on my defensiveness,P397,2025-04-23 04:10:56,36-45
398,"I'd say that my community center offers free classes for seniors and it's helped me stay connected after retiring, also volunteering at the food bank every Saturday makes me feel connected to something bigger",P398,2025-04-23 04:34:02,56+
399,"Overall, flexibility at work has allowed me to care for my aging parents. I'm grateful my company understands.",P399,2025-04-23 05:11:57,46-55
400,MY SUPPORT SYSTEM CARRIED ME THROUGH MY DARKEST TIMES. I OWE THEM EVERYTHING.,P400,2025-04-23 05:51:49,36-45
401,Letting people in is scary but necessary. every level has a new devil as they say,P401,2025-04-23 05:56:17,26-35
402,I try to focus on what I can control and let go of what I can't and stress management is a skill I'm actively developing,P402,2025-04-23 06:09:55,46-55
403,"From my perspective, support groups have been invaluable. Being with people who truly understand what you're going through... there's nothing like it.",P403,2025-04-23 06:24:52,36-45
404,"I gotta say, i haven't made a new friend in years??? Is that normal or am I doing something wrong???",P404,2025-04-23 06:51:49,36-45
405,THE PURSUIT OF HAPPINESS IS EXHAUSTING. I'm learning to just... be. Without always striving for more I think,P405,2025-04-23 06:57:03,46-55
406,and finally writing that novel - maybe my grandkids will live in a world without cancer,P406,2025-04-23 07:10:21,56+
407,CONTENTMENT IS UNDERRATED. WE'RE ALWAYS CHASING HAPPINESS BUT MAYBE PEACE IS THE REAL GOAL IN MY OPINION,P407,2025-04-23 07:48:02,56+
408,"I mean, uncertainty used to paralyze me but now I try to embrace it. Not knowing can be exciting too for sure",P408,2025-04-23 08:30:40,36-45
409,"Therapy has helped me learn to manage my anxiety, I'm finally starting to feel like myself again overall",P409,2025-04-23 08:51:21,26-35
410,The hardest part of managing anxiety is that nobody can see it but uncertainty is the price of possibility,P410,2025-04-23 09:11:51,36-45
411,"I mean, personal growth is a lifelong journey &amp; I'm committed to it even when it's uncomfortable",P411,2025-04-23 09:15:51,36-45
412,"To be honest, the boundary between work and home is nonexistent when your office is your kitchen table I think",P412,2025-04-23 09:38:57,26-35
413,"Truthfully, work flexibility has allowed me to pursue hobbies again!!! I forgot how much I really enjoy painting.",P413,2025-04-23 10:19:26,36-45
414,It's about appreciating the imperfect life you have. i've set boundaries with my family and it's been the hardest thing but also the most necessary for my growth,P414,2025-04-23 11:03:17,46-55
415,"In my experience, i wanna make more time for the people who matter. Life is short &amp; relationships are what count.",P415,2025-04-23 11:41:44,46-55
416,I've been making an effort to deepen existing friendships rather than always trying to make new ones tbh,P416,2025-04-23 12:12:01,36-45
417,"I have to say, burnout symptoms are creeping back... headaches, insomnia, irritability. I know the signs now in my opinion",P417,2025-04-23 12:57:38,36-45
418,I've set boundaries with my family and it's been the hardest thing but also the most necessary for my growth to be honest,P418,2025-04-23 13:01:26,46-55
419,That was a revelation. both can be true,P419,2025-04-23 13:17:03,36-45
420,"Self-care looks like tedious things for me: sleeping enough, eating well, moving my body.",P420,2025-04-23 13:56:14,46-55
421,Personal development podcasts have changed my life but vicious cycle honestly,P421,2025-04-23 14:13:53,26-35
422,THE 4-DAY WORK WEEK SHOULD BE STANDARD. We'd all be healthier and just as productive I think,P422,2025-04-23 14:27:12,36-45
423,I'VE FOUND THAT GRATITUDE JOURNALING HAS COMPLETELY SHIFTED MY PERSPECTIVE. FOCUSING ON WHAT I HAVE RATHER THAN WHAT I LACK.,P423,2025-04-23 14:32:11,56+
424,"Truthfully, i definately couldn't have gotten through this without them but haven't had a proper break in so long",P424,2025-04-23 15:03:06,26-35
425,I WORRY ABOUT JOB SECURITY WITH AI TAKING OVER EVERYTHING... WILL MY SKILLS EVEN BE RELEVANT IN 10 YEARS?,P425,2025-04-23 15:20:35,36-45
426,They're not mutually exclusive. i'm satisfied with my life because I've stopped comparing it to others',P426,2025-04-23 15:49:42,36-45
427,"To be honest, mindfulness isn't about clearing your mind, it's about noticing what's there. That was a revelation.",P427,2025-04-23 15:59:06,36-45
428,I've learned that healing isn't linear. I circle back to old wounds and that's okay to be honest,P428,2025-04-23 16:26:39,36-45
429,"Honestly, learning to fail gracefully has been a major area of growth. Failure isn't fatal, it's feedback.",P429,2025-04-23 16:59:59,26-35
430,"LEARNING IS LIFELONG. Additionally, it keeps me sane",P430,2025-04-23 17:13:17,56+
431,Uncertainty used to paralyze me but now I see it as possibility. Anything could happen tbh,P431,2025-04-23 17:44:06,26-35
432,"I like stability and predictability. Additionally, i owe them everything for sure",P432,2025-04-23 18:10:53,36-45
433,I wanna host more gatherings. My home should be a place where friends feel welcome tbh,P433,2025-04-23 18:30:57,36-45
434,I'm grateful my company understands but setting limits,P434,2025-04-23 18:49:17,46-55
435,ok,P435,2025-04-23 19:30:06,46-55
436,"Work-life integration is what I aim for now. Not balance, but blending in a healthy way tbh",P436,2025-04-23 19:39:24,36-45
437,"I've been slightly struggling with boundaries at work again. Every time I set one, someone pushes past it tbh",P437,2025-04-23 20:05:20,36-45
438,"Looking back, learning to fail gracefully has been a major area of growth. Failure isn't fatal, it's feedback.",P438,2025-04-23 20:12:43,26-35
439,"Self-care looks like boring things for me: sleeping enough, eating well, moving my body in my opinion",P439,2025-04-23 20:45:24,46-55
440,"Honestly, we have dinner together every Sunday but will I have enough",P440,2025-04-23 21:16:01,56+
441,no comment,P441,2025-04-23 22:00:29,26-35
442,FRIENDSHIP IS SO IMPORTANT and being authentic,P442,2025-04-23 22:17:01,46-55
443,I just prepare as best I can. without them I would have been completely lost,P443,2025-04-23 22:52:45,46-55
444,I've tried sooo many things for my anxiety. What works changes over time for sure,P444,2025-04-23 22:57:39,26-35
445,I've learned that happiness isn't about having a perfect life and i learned the hard way what happens without them,P445,2025-04-23 23:05:13,46-55
446,"Looking back, finding purpose after retirement has been challenging. Work gave me structure and identity overall",P446,2025-04-23 23:18:49,56+
447,"In my experience, virtual friendships are real friendships. I have deep connections with people I've never met in person.",P447,2025-04-23 23:54:42,18-25
448,"work just never stops. Additionally, not sure if that's healthy or not",P448,2025-04-24 00:35:16,26-35
449,"I try to focus on what I can control and let go of what I can't. Additionally, that's why I leave at 5pm sharp every single day",P449,2025-04-24 00:38:39,46-55
450,Sometimes I wish life would just be easy for a while and i've realllly struggled with feeling fulfilled,P450,2025-04-24 00:46:08,36-45
451,Self-care is not bubble baths and face masks for me - i'm investing time and energy into building mine,P451,2025-04-24 01:11:04,46-55
452,"Honestly, challenges have shaped me into who I am. I wouldn't choose the hard times but I value what they taught me tbh",P452,2025-04-24 01:18:03,46-55
453,"Truthfully, finally feel supported. i wanna make more friends but it's sooo hard as an adult",P453,2025-04-24 01:25:32,26-35
454,You can't pour from an empty cup - i've been soooo stressed that my body is showing it,P454,2025-04-24 01:30:14,36-45
455,LEARNING IS LIFELONG. At 70 I'm taking online courses and loving it in general,P455,2025-04-24 02:10:57,56+
456,"Self-care isn't selfish, it's survival. You can't pour from an empty cup tbh",P456,2025-04-24 02:48:59,36-45
457,I'm definately having difficulty to seperate my work life from my personal life since everything happens in my living room now,P457,2025-04-24 03:08:16,26-35
458,"In all honesty, i'm satisfied with my life because I've stopped comparing it to others'. i've stopped watching the news because it was destroying my mental health",P458,2025-04-24 03:30:26,36-45
459,I've set boundaries with my family and it's been the hardest thing but also the most necessary for my growth in my opinion,P459,2025-04-24 03:59:18,46-55
460,I'D SAY THAT I RECIEVE SO MUCH BENEFIT FROM MY MORNING ROUTINE. IT SETS THE TONE FOR THE WHOLE DAY HONESTLY,P460,2025-04-24 04:29:34,46-55
461,SMALL STEPS FORWARD ARE STILL STEPS FORWARD. I'VE GROWN SO MUCH IN THE PAST YEAR,P461,2025-04-24 05:02:12,26-35
462,"Challenges have shaped me into who I am. Additionally, it helps me process my emotions before they overwhelm me",P462,2025-04-24 05:48:09,46-55
463,I kinda cherish my job now that I've set proper boundaries. Before I resented it really,P463,2025-04-24 06:15:35,36-45
464,"My friends have been AMAZING support system, also ahhh growth is uncomfortable",P464,2025-04-24 06:51:04,26-35
465,"To be honest, i love my job but I love my life more. That's why I leave at 5pm sharp every single day in my opinion",P465,2025-04-24 07:11:01,46-55
466,I kinda resent the pressure to be glad all the time. Sometimes life is hard and that's okay.,P466,2025-04-24 07:22:26,26-35
467,My manager expects me to be available 24/7 and it's destroying my mental health. I don't know how much longer I can keep this up all in all,P467,2025-04-24 07:35:19,36-45
468,I've been seeing a therapist for 6 months now &amp; I wish I had started sooner. The stigma kept me away for too drawn-out.,P468,2025-04-24 08:14:23,26-35
469,Climate change scares me... I worry about what kind of world my kids will inherit all in all,P469,2025-04-24 08:20:00,36-45
470,"Honestly, i'm kinda terrified of AI and what it means for humanity. Are we creating our replacements???",P470,2025-04-24 08:26:33,26-35
471,I joined a running club and it's been wonderful for both my physical and social health!!!,P471,2025-04-24 08:46:08,36-45
472,"Overall, contentment is underrated. We're always chasing happiness but maybe peace is the real goal.",P472,2025-04-24 09:17:47,56+
473,"Honestly, life satisfaction is sorta complicated for me. Some days I feel fulfilled, other days I wonder what's the point.",P473,2025-04-24 09:25:18,26-35
474,no issues,P474,2025-04-24 09:50:11,18-25
475,FINALLY found a medication that works for my depression without terrible side effects. feel like I'm faking it constantly honestly,P475,2025-04-24 10:12:28,26-35
476,"In all honesty, it keeps me sane but each decade has brought unexpected gifts",P476,2025-04-24 10:29:48,56+
477,"In all honesty, idk all in all",P477,2025-04-24 10:54:53,18-25
478,"Loneliness is an epidemic and nobody talks about it, also i definately need to learn to say no more often",P478,2025-04-24 11:23:35,36-45
479,"OVERALL, MY FRIENDS HAVE BEEN AMAZING SUPPORT SYSTEM, I DEFINATELY COULDN'T HAVE GOTTEN THROUGH THIS WITHOUT THEM",P479,2025-04-24 12:03:50,26-35
480,good overall,P480,2025-04-24 12:27:47,56+
481,"I have to say, i definately need to learn to say no more often. My plate is overflowing constantly.",P481,2025-04-24 12:39:58,36-45
482,"Basically, mENTAL HEALTH IS HEALTH - not just proximity",P482,2025-04-24 13:00:38,36-45
483,idk really,P483,2025-04-24 13:24:43,18-25
484,"dunno really. Additionally, ahhh personal development is exhausting sometimes",P484,2025-04-24 14:06:48,18-25
485,Anxiety management is a daily practice. Some days are easier than others in general,P485,2025-04-24 14:19:39,26-35
486,"Truthfully, life satisfaction is sorta complicated for me. Some days I feel fulfilled, other days I wonder what's the point if I'm being honest",P486,2025-04-24 14:52:30,26-35
487,I don't know why I spent so many years prioritizing work over people but i've set boundaries with my family and it's been the hardest thing but also the most necessary for my growth,P487,2025-04-24 15:04:28,46-55
488,That feels more realistic but i ignored the signs for years and now I'm paying the price with my health,P488,2025-04-24 15:33:39,46-55
489,Uncertainty is the price of possibility. I'm trying to see it that way I think,P489,2025-04-24 16:00:43,36-45
490,ok service,P490,2025-04-24 16:35:35,46-55
491,"Looking back, i've been making an effort to call my parents more often. where do people even meet",P491,2025-04-24 16:47:21,26-35
492,LIFE IS SHORT &AMP; I'M GONNA LIVE IT FULLY. NO MORE WAITING FOR SOMEDAY. TODAY IS THE DAY!!!,P492,2025-04-24 16:57:21,26-35
493,"In all honesty, my community center offers free classes for seniors and it's helped me stay connected after retiring overall",P493,2025-04-24 17:38:37,56+
494,"IN ALL HONESTY, I RECIEVE CRITICISM BETTER NOW THAN I USED TO AND I OWE THEM EVERYTHING",P494,2025-04-24 18:10:59,36-45
495,THE WORLD IS GETTING rather BETTER even though the news makes it seem otherwise. I have to believe that for sure,P495,2025-04-24 18:52:17,56+
496,"Basically, tHE PURSUIT OF HAPPINESS IS EXHAUSTING. I'm learning to just... be. Without always striving for more in my opinion",P496,2025-04-24 19:19:39,46-55
497,"Self-compassion is the skill I'm currently working on. Additionally, why is rest so hard",P497,2025-04-24 19:48:45,26-35
498,Boundaries at work are non-negotiable now. I learned the hard way what happens without them overall,P498,2025-04-24 20:01:33,46-55
499,"In my experience, the stigma kept me away for too long and but I've learned techniques to manage them",P499,2025-04-24 20:44:38,26-35
500,"Basically, life satisfaction is sorta complicated for me. Some days I feel fulfilled, other days I wonder what's the point.",P500,2025-04-24 21:03:57,26-35
