text,sentiment,label
#twitter off me llama mi camita jajaja..,neutral,1
Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc,neutral,1
@AndroidPolice Duly noted -- I hope AOSP is updated with ICS 4.0. #Android #Google,neutral,1
How an email #hacker ruined my life and then tried to sell it back to me http://t.co/ixquAT2l via @guardian #privacy #fb #gmail #google,neutral,1
"RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip",neutral,1
Had issues with #Siri reaching network today. Too many uses or my signal? @apple,negative,0
"RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…",negative,0
@Jess_Haddad D; tonces deja el vicio de #Twitter!! xD,neutral,1
RT @Buzzcontinue: 34 des 50 plus grandes villes de France n'ont pas de compte #twitter ! http://t.co/S73ylVU6 cc @lagazettefr @e_r_w_a_n,neutral,1
&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/OP26muCr (via @apple),neutral,1
Nueva tecnología convierte cualquier superficie en una pantalla multitactil. http://t.co/EDibLL5V #Microsoft #omnitouch,neutral,1
"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.",neutral,1
"Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",negative,0
Hey @apple why is Siri not available for the Mac?,neutral,1
Cuantos tweets al dia es capaz de hacer una persona? #twitter,neutral,1
People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!,positive,2
Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least...,negative,0
"@Mommy_gaga,  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps",neutral,1
Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,negative,0
"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/eKh5JmGp",neutral,1
"RT @Brittjje: Morgen maak ik bekend wie een WindowsPhone7.5 krijgt, is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbr ...",neutral,1
@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp,negative,0
@garbage Welcome to #Twitter!,neutral,1
RT @MichelEnLaRed: #linux / #ubuntu - #Windows / #microsoft » http://t.co/TteunwMj !!Que gran diferencia!! -/,neutral,1
but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz,negative,0
GameFly's 'Under $20' sale has too many good values http://t.co/7eBTsjPW #3ds #deadspace2 #ds #lanoire #microsoft,neutral,1
"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!",negative,0
#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/xW7vh75e,neutral,1
#Twitter Thank you.Read those great tweets.helps live better! :) Bows.,neutral,1
@tomcolontonio @apple #EPICFAIL,negative,0
"RT @dansaap: At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)",neutral,1
Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,2
No face tagging in the new #Android gallery? #Google,neutral,1
"Financial Services track at partner summit, 9 people in the room. And yet FS is such a lucrative channel #Microsoft #PartnerSummit",neutral,1
"We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",positive,2
"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",negative,0
XBLA in Brief: Bejeweled 3 http://t.co/HLVuTyCa #bejeweled_3 #microsoft,neutral,1
Gud morning #twitter,neutral,1
Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft,neutral,1
iPhoneのアドレスは@apple.ne.jpにすればいいのに(´ι_`),neutral,1
so #twitter who wants to buy me #lunch?,neutral,1
AsiaClassifiedToday: Parkson to list retail arm in S$200 mln Singapore IPO-source - Reuters: Parks... http://t.co/AadDaQA7 #asia #google,neutral,1
Your #Twitter followers either like you for your sense of humor or sex appeal.,neutral,1
ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS,positive,2
"If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble",negative,0
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19,neutral,1
#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs,negative,0
yo se q el pajarito de #twitter tanbien come maicillo XD,neutral,1
@DanyFajardo Listo Dany gracias =) ... #Google+,neutral,1
"Cream on the inside, clean on the outside. Ice Cream phone job. #Google",positive,2
@Apple Safari Reader owns the worldwide web,positive,2
"@Mvm549 well, if it told you what you did to it or how it happened, it would be concrete evidence that @Apple is logging your life. :l",neutral,1
"to saindo aqui pessoal do #twitter, bjbj e abraços.",neutral,1
RT @charlieroffe: Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ,neutral,1
Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative,0
"#twitter #detik Buntut Kongres Rakyat Papua, 2 Orang Ditemukan Tewas http://t.co/S0lUgv4B",neutral,1
Official plush Portal turrets deploying this December http://t.co/M7h8Orkc #mac #microsoft #pc #playstation,neutral,1
RT @inkiworld: Zo leuk om te zien dat #Microsoft #Apple dingen na maakt en er vernieuwend in denkt te zijn :P #AUGNL,neutral,1
"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",negative,0
"@sniferl4bs O.o Estoy interesado en aprender cómo desarrollar un #bot para #Twitter y quizás para #Identica tambien, :) Luego compartes, no.",neutral,1
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/9IvTJkit #Google,neutral,1
RT @MizzSpicey: Now tuned in to http://t.co/DYMDmU3z with @deejaydenco! #WorldWide #Twitter #Facebook join me!!! #RT,neutral,1
"RT @dulmandakh: #Google буузаа түүхийрүүлчихсэн, аврах аргагүй учир удахгүй хаана. би тэрнээс нь өмнө хаачихлаа.",neutral,1
@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs,neutral,1
Windows Phone Mango Update Released to 'Nearly Everyone' http://t.co/SX1NQJJ1 #microsoft #Technology,neutral,1
"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",negative,0
Windows 7 Roadmap = #Windows #8 Roadmap: M3 final 6.1.6801 (7) and 6.2.8102 (8). #Beta at #CES? :O #Microsoft,neutral,1
I'm most excited about Android beam & face detection unlock for Android ICS. #AndroidBeam #Google #IceCreamSandwich,positive,2
#fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,neutral,1
RT @webseoanalytics: The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster,neutral,1
RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE,neutral,1
#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar,positive,2
ツイッターを利用して感謝の気持ちとともに約２０００円が振り込まれ続ける方法→ｺｺ→ http://t.co/TyjUGsnQ ←ｺｺ← :) #ビジネス #稼ぐ #副業 #Twitter #ツイッター,neutral,1
"Chrome Experiment – WebGL Bookcase, biblioteca infinita de Google Books http://t.co/HrLLVlIK #Google #Chrome #GoogleChrome #Software",neutral,1
#twitter #detik Ali Imron dan Imam Samudra Survei Paddys Pub http://t.co/otUl1ujQ,neutral,1
Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple,negative,0
"Can Bill Gross Take On #Facebook, #Twitter & #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia",neutral,1
waiting for Jacob @fairview @apple storeee,neutral,1
"Personal-finance #security #startup @BillGuard raises $10mn from #KhoslaVentures, Peter Thiel’s @FoundersFund n #Google http://t.co/UdlOQFsA",neutral,1
#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland,neutral,1
RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week #nokia #microsoft #wp7 http://t.co/vOH8VM8A,neutral,1
"#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce, concept works for VMS  #Beeline",neutral,1
"Dear @apple, as a hoh/deaf user, can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally",neutral,1
WordPress Plugin - 2-Klicks-Button -... http://t.co/UjIvD1xu #2-Klicks-Button #Facebook #Google+ #Like #Socialshareprivacy #Twitter,neutral,1
"Mientras que hoy #RIM publicó su 'fabuloso' #BBX, #Google presentó #Android 4.0 y todos se fueron al diablo :D.",neutral,1
"RT @puntogeek: Hace tiempo:: Según Microsoft, Firefox es spyware http://t.co/UnFkqPaJ #Firefox #Microsoft",neutral,1
"Apple’ cash balance = $75.9 billion, surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money",neutral,1
"@julioandres26 sí, es como el #google de la piratería! jajaja",neutral,1
"#iMessage يتجاوز تويتر ويجد رفيقا للمشي قبل 
#Twitter !!
هل الأصدقاء الواقع أقرب من أصدقاء العالم الافتراضي؟",neutral,1
"@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.",neutral,1
"Por fin Adobe para #iOS, al parecer @Apple se reconcilia en esta nueva gestión.",neutral,1
@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc,neutral,1
New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please,neutral,1
Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS,positive,2
O. M. G. #Google is nuts with #ICS and this new phone!,positive,2
"@nandokanarski PUTZ, que bela MERDA... #Google #Android #fail",neutral,1
Updates: Windows Phone 7.5 now available more broadly http://t.co/miMgwgwo #microsoft,neutral,1
#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/jSrVRFgK #lawschool #lawyers #SALE #humor #lawyers,neutral,1
#game #microsoft #gamer #new experience #halo 2 #microsoft insider #halo 2 hacks #beta test team http://t.co/uk8sW8HZ Halo 2 Hacks,neutral,1
My @Apple @macbook keyboard will not type :(,negative,0
#Publicidad Galaxy Nexus es la próxima generación de dispositivos Nexus co-desarrollado por #Samsung y #Google l http://t.co/yVWrw98h,neutral,1
"@TheMarketaire This whole #Facebook change makes more nervous than excited. What about privacy, etc.? I much prefer #Twitter",positive,2
@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista,neutral,1
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 13,neutral,1
Somebody help me? Is apple not on Twitter? That seems very weird. #apple #twitter,neutral,1
Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple,positive,2
@APPLE Wow @MOTOROLA Just crushed your dreams....,negative,0
RT @NielsMoelard: En daar gaan we weer: *pakt vergrootglas erbij* zoeken naar die leuke nieuwe collega! http://t.co/jy7fBeID #vacature # ...,neutral,1
Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing,negative,0
"Thanks Irma @TellJuicy  ""TWITTER 4 BUSINESS"" November 16 http://t.co/gOrDf5dj @KingstonCC #Twitter #Melbourne #Business",neutral,1
POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball,neutral,1
"Foto nova aqui no #Twitter. Essa ficou melhor.... rs
#Adoro esse blazer. Preciso comprar um... #CTX arrazando nas roupas que eu visto no pgm",neutral,1
no dijeron si #ICS estara para el galaxy s1 T_T RT @AndrotekRD: #Pregunta...Pro y Contra del evento de #Google?,neutral,1
@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,negative,0
#IReallyHateWhenPeople TyP3 L!k3 tH!S Or #Use #Hashtags #In #Every #Word #On #Twitter,neutral,1
Man #Twitter Is Gettin #BORING,negative,0
#Android #Google Need Proof of Verizon’s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva,neutral,1
Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!,positive,2
Tired of those spammy Twitter DMs? http://t.co/atMIoMoO #twitter #spam,neutral,1
"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",positive,2
"RT @an_anonyma: U can't see who RTed Ur stuff, & this is because of #twitter #censorship? Jeez, people. It's #binaryfaires teaching your ...",neutral,1
#Google How to Play Texas Holdem Poker for Newbies : Texas Hold’em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks,neutral,1
RT @funkfish_2: so. ja. Ich will das galaxy nexus. sofort! #google #samsung,neutral,1
#Microsoft's Ballmer: We’re beating #Google in the #cloud http://t.co/XIq3v54f,neutral,1
What’s new in the #Microsoft world after #bldwin? Find out at #DevReach in Europe. Register at,neutral,1
"#Twitter, #Facebook, #Google+ ,YouTube, #Msn ,#Gmail #OFF A dormir se ha dicho =)",neutral,1
"@sundaaay ja installera om appen så hoppas de räcker 

#Twitter / @twitter pleas fix the app! Can't se mentions! And DM:s",neutral,1
Once again getting great customer service from the @apple store at millenia mall.,positive,2
SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google,neutral,1
#ALG Iniciamos formación #Microsoft M-6292.  Éxitos a los participantes! El conocimiento crece cuando se comparte.  www.alg.net.ve,neutral,1
I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's,positive,2
"RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...",negative,0
todos en #twitter conmocionados con #SoyTuFan2daTemporada,neutral,1
RT @TechEd_NA: Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev  ...,neutral,1
Add me to your circles on #Google+,neutral,1
"@iPhonologo iOS exclusivo, desde que no logre pasar a la segunda ronda de examenes para trabajar en #Google me cambie al mundo Mac",neutral,1
RT @QiiBO: #GalaxyNexus es presentado oficialmente. http://t.co/dwUWIYWC | Conoce los detalles del nuevo teléfono de #Google,neutral,1
RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus,positive,2
Google officially announces Ice Cream Sandwich http://t.co/u702sosO  #android #google,neutral,1
Nada como darle vida de nuevo a mi #twitter...,neutral,1
if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,negative,0
RT @thomasgoubin: RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;),neutral,1
アップル、S・ジョブズ氏をしのぶ追悼ページを公開（CNET Japan） ⇒ http://t.co/NnwaTSiH #twitter,neutral,1
Tem acompanhando o #MSPTechDay ?Então não perca no próx sáb 22/10 na sede da #Microsoft palestra sobre #WP7 Inscreva-se http://t.co/zNpyaD5F,neutral,1
Looking at some of the new features of #ICS it looks like #Google got some inspiration from #CyanogenMod.,neutral,1
"@IsabelSalazarJ @PremiosTWCo y en el HT #Twitter eres tambn cabeza con 44 votos Isa, tienes lo votos regados con HT #yovotopor tienes 1",neutral,1
@GForbz3 ma g wass good with you!! Didn't even kno you was on #twitter when was the last time you touched down in the city??,neutral,1
#Android #Google Android 4.0 Platform and Updated SDK Tools http://t.co/0jRKtQ2S #DhilipSiva,neutral,1
"RT @SebasCoulombe: Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",positive,2
"RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/OySZmjVi #in",negative,0
“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5,negative,0
Partner with @apple. I&#39;d pay $50 for aniBulb. &quot;@washingtonpost: Would you pay $25 for this lightbulb? http://t.co/zGFsehAO&quot;,neutral,1
#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em Hong Kong a nova versão…,neutral,1
@apple #siri http://t.co/k7b686hX,neutral,1
RT @jessvpeterson: Ever post something to the wrong circles?  #google+,neutral,1
"on that @Apple shit hard, change my twitter name to @_iFynest",neutral,1
"RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",positive,2
"Hide the women and children, break out the guns, #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO",neutral,1
"#Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/5DOmls5e #WP7 #WindowsPhone",neutral,1
Y termina el evento. #Android #Google #Samsung,neutral,1
Does anyone out there have some good online training or tips on using InforPath 2010 to build forms with rules?  #Microsoft #SharePoint,neutral,1
"#Twittertip: How to Keep Up With Over 100,000 #Twitter Followers http://t.co/o3oH3YPB RT @anntran_",neutral,1
Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!,negative,0
#Microsoft To Launch Its Own Version Of #Facebook Timeline Like Web Service Called Project #Greenwich  http://t.co/MmS14pDW,neutral,1
RT @HealthVault: Learn how to create and use your emergency profile on #Microsoft #HealthVault - #PHR #healthit - Step by step #Docs htt ...,neutral,1
I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android,positive,2
RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...,neutral,1
"Steve Ballmer At Web 2.0: #Microsoft CEO Disses Android, #iPhone http://t.co/JivkVbAh #sem #mobile",neutral,1
WHY DFF IS #TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT,negative,0
#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD,positive,2
RT @calvinnieh: Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http:/ ...,neutral,1
"As an iPhone user, I think the Samsung Nexus Galaxy looks great. And Ice Cream Sandwich looks fantastic. http://t.co/Z9IDoNi7 #Google",positive,2
"Los fabricantes de móviles y su integración con las redes sociales: Sony Ericson apunta a #Facebook, Apple a #Twitter y Samsung a #Google+",neutral,1
"Google a pas innové avec un tamagochi, ils ont tout compris #google #nexusprime",neutral,1
On Google+ then go here http://t.co/kDHaUfDl #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,1
"Can an algorithm be wrong? #Twitter Trends, the specter of #censorship, and our faith in the algorithms around us http://t.co/3NxZT7hd",neutral,1
RT @icurioso: La famosa frase “ME LO DIJO UN PAJARITO” ya tiene sentido gracias a #Twitter!,neutral,1
"@bruna_rafaelah xau amanha eu to d volto com meu #Twitter
COM FE EM DEUS
#TwiTTerOff",neutral,1
"Un Algodón mkon, me invadió el #Twitter ._. xd",neutral,1
#Microsoft desarrolla una pantalla táctil proyectada sobre cualquier superficie http://t.co/3IrWp4ct vía @iHerreros,neutral,1
first thing on #google's to do list: hire a performance coach.,negative,0
ahahaa for the twitpic... the power of #google,neutral,1
"@raellenkoga_ kk , isso porque eu ttinha #twitter antes de você, mais ttinha esqueciido de tudo :S kkkkkkk",neutral,1
#Google Wallet now supported by seven new retailers [video] http://t.co/LCrWw4ld via @BGR,neutral,1
#Microsoft lanza sitio oficial de #Skype http://t.co/fWDALlIe,neutral,1
"Two more hours for SALE!!

http://t.co/VqueOskE #ebaymobile #ebay #sale #mac #office #microsoft #apple #2011 #original #new",neutral,1
Yo no toy en #Twitter hoy ando cansada :/,neutral,1
#Twitter OFF! Duerman super rico! :D,neutral,1
"#Tecnologia #Technology: La visión de #Microsoft Research sobre el control táctil de dispositivos
http://t.co/ZXwmaTxn",neutral,1
講習中@apple shop GINZA,neutral,1
"Ya tendremos browser con tabs, y nuestros bookmarks se sincronizarán con Chrome! #ics #google",neutral,1
My #twitter age is 1 year 65 days 18 hours 47 minutes 24 seconds. Find out yours at http://t.co/tQMSBDrx #twittertime,neutral,1
"Comooo es q me dices q he llegado alos limites de uso #twitter no q lo nuestro duraria siempre,..... X)",neutral,1
#twitter is great once you get the hang of it“@HaxxDubbz: @CBMonarch @Bran_Day I told her to get one to be a cool kid lol”,neutral,1
"@Licia0321 Damn what the hell, I think my #Twitter might need a damn #Exorcist!!",negative,0
"#Job #ICT Windows Client Engineering im IT Forschungsumfeld!: GSI Consultants, Zürich http://t.co/0OQ1qvEn #Microsoft #IT",neutral,1
Gibt es nun auch Sicherheitslücken bei #Microsoft? Mehrere Seiten berichten über gehackte Xbox-Live-Accounts: http://t.co/4GZ6fVkU #xbox,neutral,1
I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,positive,2
RT @BuzzzIt: BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet,neutral,1
#google is my bff rite about now!,positive,2
jajajaja ;)  ps q mas se hace En #Twitter @PilarGarciaM,neutral,1
RT @Juani_2: You doing a lot of hating guy RT @Blue_Chipperz: This nigga need to go to #Twitter Jail,neutral,1
@slecluyse In iedere lesplaats komen er @bluescreens  #Microsoft,neutral,1
RT @diegocambiaso: #Microsoft en el futuro: Kinect y su tecnología avanzada http://t.co/kjiGyuFr,neutral,1
Bill Gates to testify in Novel v. #Microsoft antitrust laws#UI t http://t.co/H0GscVZR,neutral,1
Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport,negative,0
When I'm about to tweet something and I cant remember how to spell I go straight to #Google,positive,2
#microsoft makes every surface a touch screen http://t.co/n2GC2gK4 #touch #gesture,neutral,1
"RT @Azizshalan: تويتر: قريباً بإمكان اي مستخدم الرجوع لتغريداتة القديمة والرسائل الخاصة ايضاً 

#GoodNews
 #Twitter",neutral,1
Plan Carrera #microsoft technical:Certificación desarrollador y diseñador apps empresariales #visualstudio2010 http://t.co/cVd2b2Rz Gratuito,neutral,1
^___^ que amable es la gente de @apple,neutral,1
AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP,neutral,1
"@BrianCrockerJr yeah, it shows. glad you have #twitter :)",positive,2
RT @packard_bell: Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo)  http://t.co/0LdAVDnj,neutral,1
@EdiSant1 tah di mais em mlk fez um #twitter haha,neutral,1
My #twitter age is 1 year 19 days 13 hours 37 minutes 17 seconds. Find out yours at http://t.co/XhRUA9Dz #twittertime,neutral,1
"@Apple Mooi systeem hoor dat films huren, t zou alleen leuker zijn als je ze ook werkelijk kan bekijken!!! #NAAIDOZEN http://t.co/Qg0RYdVX",neutral,1
RT @juank3946: Nueva #Consola #Xbox en curso: #LinkedIn http://t.co/VUzmZEzv #Microsoft #Xbox360 #Xbox720 #Twitter via @ZthaeDigital,neutral,1
@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally.,neutral,1
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise,positive,2
Open Virtualization Format adopted by #VMware #Microsoft and #Citrix. How come no mention for open source leader #RedHat? #vmworld #SEC1802,neutral,1
"@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me.",neutral,1
#TRUE RT @ELDESTRIPAPUTAS YO SOY LO MAS CABRON QUE HA NACIDO EN #TWITTER .. QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL 2010,neutral,1
Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod,neutral,1
"- #twitter please forgive my last slew of tweets I'm having a rough night , but I pray you'll forgive me .#tosleepigo",neutral,1
RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #micr ...,neutral,1
"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",negative,0
"http://t.co/k8RQwXty 
para que descargues apps para tu dispositivo #iOS de @Apple.",neutral,1
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/QoXd3I0s #google,neutral,1
Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????,neutral,1
"Por cierto @Apple, me sigue gustando mas MobileMe que iCloud. La sincronización de mis ordenadores, la gestión de carpetas... nada que ver.",neutral,1
"Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/vyNtU8xW",neutral,1
#twitter goin hammer,neutral,1
RT @jeffbullas: What Is A #Facebook “Like” Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter,neutral,1
RT @arelance: #Microsoft presenta un prototipo que permite utilizar la mano como interfaz http://t.co/kaCzpMYo #Kinect #in #fb,neutral,1
dear #google & #samsung... learn some presentation 101 first. please.,negative,0
Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #,negative,0
"http://t.co/Qewndku6  #Nokia workers ask,is CEO Stephen Elop a #Microsoft mole??",neutral,1
Llega un momento que #twitter es tu desahogo,neutral,1
"#nomames esta bien frio el #twitter, casi NAIDE twittea xD.",neutral,1
#Google станет еще безопаснее http://t.co/rXRcc1MB,neutral,1
#Iphone5 can you please make The battery last longer thanks @Apple,neutral,1
Galaxy Nexus – the first Ice Cream Sandwich phone coming to Verizon http://t.co/BiPvBdxz  #android #google,neutral,1
The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?,negative,0
RT @esmandau: BREAKING NEWS: Samsung Filtra Accidentalmente la foto del Galaxy Nexus http://t.co/vEgkjIfQ #Android #GalaxyNexus #Google,neutral,1
#Microsoft Stores offering a free Windows Phone with a $499 purchase http://t.co/nfpvegDK #wp7 #windowsphone #wp75 #mango #msft,neutral,1
#Microsoft excludes #tablets from its holiday advertising push http://t.co/QlArpUaT,neutral,1
RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google,negative,0
"@Twitter CEO @DickC on @Apple, Privacy, Free Speech and @Google; Far From IPO http://t.co/ztq9Sx7x",neutral,1
@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the  #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech,neutral,1
#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva,neutral,1
"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.",positive,2
#Microsoft #Cloud Microsoft launches Virtual Academy in Kenya: Microsoft East and Southern Africa launched ... http://t.co/GllUQiTJ #TCN,neutral,1
@alanlepo..IBM Connections light years ahead of other vendors in #analytics http://t.co/jg24duIa #socialbiz #Google+,neutral,1
@OccupyWallSt #Apple stock DOWN despite #iPhone monumental SALES = #ocuupy #GOOGLE & #Verizon--i smell a #conspiracy!,neutral,1
